vid,VKE lsit,GPT isVisual Label,GPT + Keywords isVisual Label
,Visual Key Event 7(visual): The speaker shows a personal size 24-hour timer edge tamer and talks about lip moisturizers.,T,T
,Visual Key Event 8(visual): The speaker shows her hair accessories and encourages viewers to keep boosting their hair.,T,T
,Visual Key Event 9(visual): The speaker shows her scrunchie and talks about the importance of having hair tools.,T,T
,Visual Key Event 10(non-visual): The speaker talks about periods and how they can suddenly start.,F,F
,Visual Key Event 11(non-visual): The speaker talks about the discomfort of having a period at school.,F,F
,Visual Key Event 12(visual): The speaker talks about the importance of changing pads and going straight home after school during a period.,T,F
,Visual Key Event 13(non-visual): The speaker talks about the need for pain relief during periods and shows a bottle of pain relief pills.,F,F
,Visual Key Event 14(non-visual): The speaker concludes the video by asking viewers to subscribe to her channel and expressing her love for them.,F,F
2nyfmB9choE.txt
,"Visual Key Event 1(non-visual): The speaker discusses a transaction he made, which he believes his wife will not be pleased with.",F,F
,"Visual Key Event 2(non-visual): The speaker and his wife discuss the price of grapes, revealing that they purchased grapes for $150.",F,F
,Visual Key Event 3(non-visual): The speaker explains the process of purchasing the grapes and the reaction of the store employees when they realized the price.,F,F
,Visual Key Event 4(non-visual): The speaker discusses the price of the grapes and compares them to other grapes available in the store.,F,F
,"Visual Key Event 5(visual): The speaker and his wife prepare to taste the grapes, commenting on their size and weight.",T,T
,Visual Key Event 6(visual): The speaker and his wife taste a regular grape and comment on its taste.,T,T
,Visual Key Event 7(visual): The speaker and his wife taste the expensive grape and compare its taste to that of a green apple.,T,T
,Visual Key Event 8(non-visual): The speaker and his wife discuss the possibility of trying other expensive fruits.,F,F
,Visual Key Event 9(non-visual): The speaker and his wife discuss the difference in taste between the regular and expensive grapes after having tasted both.,F,F
,Visual Key Event 10(visual): The speaker prepares a sandwich using the expensive grapes.,T,T
,Visual Key Event 11(visual): The speaker completes the sandwich and decides to add a third slice of grape.,T,T
8SUl15KT-UE.txt
,"Visual Key Event 1(visual): The speaker demonstrates the correct way to lift the bar, emphasizing the importance of maintaining a tight core and proper alignment for effective force transfer.",T,T
,"Visual Key Event 2(visual): The speaker demonstrates exercises to improve shoulder mobility, using a towel and bench to stretch the upper arm and shoulder.",T,T
,"Visual Key Event 3(visual): The speaker discusses common faults in the overhead press, such as dropping the head, which can negatively affect spinal position.",T,F
,Visual Key Event 4(visual): The speaker demonstrates an exercise using a foam roller to improve spinal alignment and breathing technique.,T,T
,Visual Key Event 5(visual): The speaker demonstrates how to extend back over the foam roller while maintaining proper breathing and rib position.,T,T
,Visual Key Event 6(visual): The speaker discusses the importance of breathing in increasing mobility and maintaining proper mechanics.,T,F
,"Visual Key Event 7(visual): The speaker demonstrates an exercise to improve spinal rotation, emphasizing the importance of maintaining proper spinal alignment.",T,T
,"Visual Key Event 8(non-visual): The speaker concludes by emphasizing the importance of daily mobility exercises, especially for those with tight muscles or those who sit at a desk all day.",F,F
4VOOVGdd6Mo.txt
,"Visual Key Event 1(non-visual): Mr. Esquivel introduces the topic of the video, which is about musical symbols, and explains that music is both sound and silence.",F,F
,"Visual Key Event 2(non-visual): Mr. Esquivel explains the terms ""notes"" and ""rests"" which represent sound and silence in music respectively.",F,F
,Visual Key Event 3(visual): Mr. Esquivel instructs viewers to draw a chart on their paper to help them learn about different types of notes and rests.,T,F
,"Visual Key Event 4(visual): Mr. Esquivel introduces the first type of note, the whole note, and demonstrates how to draw its symbol.",T,F
,"Visual Key Event 5(visual): Mr. Esquivel introduces the second type of note, the half note, and demonstrates how to draw its symbol.",T,F
,"Visual Key Event 6(visual): Mr. Esquivel introduces the third type of note, the quarter note, and demonstrates how to draw its symbol.",T,F
,"Visual Key Event 7(visual): Mr. Esquivel introduces the fourth type of note, the eighth note, and demonstrates how to draw its symbol.",T,F
,"Visual Key Event 8(visual): Mr. Esquivel introduces the fifth type of note, the sixteenth note, and demonstrates how to draw its symbol.",T,F
,Visual Key Event 9(non-visual): Mr. Esquivel reviews the different types of notes and their symbols.,F,F
,Visual Key Event 10(non-visual): Mr. Esquivel transitions to discussing the different types of rests in music.,F,F
,"Visual Key Event 11(visual): Mr. Esquivel introduces the first type of rest, the whole rest, and demonstrates how to draw its symbol.",T,F
,"Visual Key Event 12(visual): Mr. Esquivel introduces the second type of rest, the half rest, and demonstrates how to draw its symbol.",T,F
,"Visual Key Event 13(visual): Mr. Esquivel introduces the third type of rest, the quarter rest, and demonstrates how to draw its symbol.",T,F
,"Visual Key Event 14(visual): Mr. Esquivel introduces the fourth type of rest, the eighth rest, and demonstrates how to draw its symbol.",T,F
,"Visual Key Event 15(visual): Mr. Esquivel introduces the fifth type of rest, the sixteenth rest, and demonstrates how to draw its symbol.",T,F
,"Visual Key Event 16(non-visual): Mr. Esquivel reviews the different types of rests and their symbols, and concludes the video by reminding viewers to review what they've learned.",F,F
xr7kBln3z00.txt
,Visual Key Event 1(non-visual): The YouTuber introduces the video and explains that they will be unboxing Funko mystery minis from the horror classics vinyl series.,F,F
,Visual Key Event 2(visual): The YouTuber shows the box and lists the various figures that can be found inside.,T,T
,Visual Key Event 3(non-visual): The YouTuber discusses the rarity of certain figures and expresses hope for finding them.,F,F
,"Visual Key Event 4(visual): The YouTuber begins unboxing the figures, starting with a Chucky figure.",T,T
,"Visual Key Event 5(visual): The YouTuber continues unboxing, finding a figure from Texas Chainsaw Massacre and commenting on the detail.",T,T
,Visual Key Event 6(visual): The YouTuber unboxes a bloody Michael Myers figure and questions its rarity.,T,T
,Visual Key Event 7(non-visual): The YouTuber discusses where they purchased the boxes and the sale that was happening at the time.,F,F
,"Visual Key Event 8(visual): The YouTuber unboxes a Hannibal Lecter figure and a Jason Voorhees figure, commenting on the details.",T,T
,Visual Key Event 9(non-visual): The YouTuber discusses their love for horror movies and their history with the genre.,F,F
,Visual Key Event 10(visual): The YouTuber unboxes another bloody Michael Myers figure and questions its rarity again.,T,T
,Visual Key Event 11(visual): The YouTuber unboxes a rare Billy figure from Saw and discusses the rarity of the figure.,T,T
,Visual Key Event 12(visual): The YouTuber unboxes a figure from Army of Darkness and comments on the details.,T,T
,Visual Key Event 13(visual): The YouTuber unboxes another Jason Voorhees figure and expresses disappointment at getting a duplicate.,T,T
,Visual Key Event 14(visual): The YouTuber unboxes another Chucky figure and expresses disappointment at not getting the bloody variant.,T,T
,Visual Key Event 15(visual): The YouTuber unboxes a Freddy Krueger figure and comments on the details.,T,T
,Visual Key Event 16(visual): The YouTuber unboxes another Chucky figure and a glow-in-the-dark Jason Voorhees figure.,T,T
,Visual Key Event 17(visual): The YouTuber unboxes a figure from Scream and comments on the details.,T,T
,"Visual Key Event 18(visual): The YouTuber unboxes another Freddy Krueger figure and another Hannibal Lecter figure, expressing disappointment at getting duplicates.",T,T
